beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,968.0,185900.0,968.0,0.0,0.0,0.0,951.0,176300.0,951.0
1e-05,970.0,189600.0,971.896,0.0,0.0,0.0,949.0,174700.0,950.747
2e-05,966.0,184850.0,969.697,0.0,0.0,0.0,946.0,172750.0,949.455
4e-05,968.0,188500.0,975.54,0.0,0.0,0.0,950.0,176650.0,957.066
8e-05,969.0,187850.0,984.028,0.0,0.0,0.0,949.0,171800.0,962.744
0.0001,969.0,188650.0,987.865,0.0,0.0,0.0,953.0,175550.0,970.555
0.0002,969.0,188450.0,1006.69,0.0,0.0,0.0,948.0,175750.0,983.15
0.0004,969.0,188300.0,1044.32,0.0,0.0,0.0,942.0,173550.0,1011.42
0.0008,969.0,189250.0,1120.4,0.0,0.0,0.0,938.0,175800.0,1078.64
0.001,969.0,189300.0,1158.3,0.0,0.0,0.0,947.0,177350.0,1124.35
0.002,967.0,191950.0,1350.9,0.0,0.0,0.0,940.0,173700.0,1287.4
0.004,959.0,195000.0,1739.0,0.0,0.0,0.0,933.0,175700.0,1635.8
0.008,962.0,194750.0,2520.0,0.0,0.0,0.0,867.0,187200.0,2364.6
0.01,960.0,195250.0,2912.5,0.0,0.0,0.0,859.0,188850.0,2747.5
0.02,956.0,195300.0,4862.0,0.0,0.0,0.0,867.0,187200.0,4611.0
0.04,956.0,195150.0,8762.0,0.0,0.0,0.0,867.0,187200.0,8355.0
0.08,944.0,195650.0,16596.0,0.0,0.0,0.0,867.0,187200.0,15843.0
0.1,936.0,196450.0,20581.0,0.0,0.0,0.0,867.0,187200.0,19587.0
0.2,940.0,196350.0,40210.0,0.0,0.0,0.0,867.0,187200.0,38307.0
0.4,939.0,196450.0,79519.0,0.0,0.0,0.0,867.0,187200.0,75747.0
1.0,923.0,196500.0,197423.0,0.0,0.0,0.0,867.0,187200.0,188067.0
10.0,920.0,196300.0,1963920.0,0.0,0.0,0.0,867.0,187200.0,1872867.0
