beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,1059.0,206400.0,1059.0,0.0,0.0,0.0,1010.0,155600.0,1010.0
1e-05,1059.0,208200.0,1061.082,0.0,0.0,0.0,1010.0,155600.0,1011.556
2e-05,1059.0,208200.0,1063.164,0.0,0.0,0.0,1010.0,155600.0,1013.112
4e-05,1059.0,208200.0,1067.328,0.0,0.0,0.0,1010.0,155600.0,1016.224
8e-05,1060.0,209550.0,1076.764,0.0,0.0,0.0,1010.0,155600.0,1022.448
0.0001,1059.0,208800.0,1079.88,0.0,0.0,0.0,1010.0,155600.0,1025.56
0.0002,1060.0,210150.0,1102.03,0.0,0.0,0.0,1010.0,155600.0,1041.12
0.0004,1061.0,210800.0,1145.32,0.0,0.0,0.0,1010.0,155600.0,1072.24
0.0008,1061.0,212600.0,1231.08,0.0,0.0,0.0,1010.0,155600.0,1134.48
0.001,1061.0,212600.0,1273.6,0.0,0.0,0.0,1010.0,155600.0,1165.6
0.002,1059.0,215250.0,1489.5,0.0,0.0,0.0,1010.0,155600.0,1321.2
0.004,1055.0,217100.0,1923.4,0.0,0.0,0.0,1010.0,155600.0,1632.4
0.008,1041.0,220250.0,2803.0,0.0,0.0,0.0,845.0,200450.0,2448.6
0.01,1033.0,221900.0,3252.0,0.0,0.0,0.0,702.0,212500.0,2827.0
0.02,1015.0,223900.0,5493.0,0.0,0.0,0.0,702.0,212500.0,4952.0
0.04,999.0,224650.0,9985.0,0.0,0.0,0.0,702.0,212500.0,9202.0
0.08,944.0,226350.0,19052.0,0.0,0.0,0.0,702.0,212500.0,17702.0
0.1,930.0,226550.0,23585.0,0.0,0.0,0.0,702.0,212500.0,21952.0
0.2,877.0,227000.0,46277.0,0.0,0.0,0.0,702.0,212500.0,43202.0
0.4,896.0,226700.0,91576.0,0.0,0.0,0.0,702.0,212500.0,85702.0
1.0,879.0,227050.0,227929.0,0.0,0.0,0.0,702.0,212500.0,213202.0
10.0,867.0,227100.0,2271867.0,0.0,0.0,0.0,702.0,212500.0,2125702.0
